NZ_CP042324.1	NZ_VJOK01000001.1	90.500	7558	687	30	5078097	5085645	4554027	4561562	0.0	9950
NZ_CP042324.1	NZ_VJOK01000001.1	85.733	9168	1164	90	395839	404944	6783887	6774802	0.0	9551
NZ_CP042324.1	NZ_VJOK01000001.1	88.259	7086	712	77	5127624	5134653	4577631	4584652	0.0	8366
NZ_CP042324.1	NZ_VJOK01000001.1	87.621	6293	721	48	8506386	8512651	7484188	7490449	0.0	7252
NZ_CP042324.1	NZ_VJOK01000001.1	88.197	5973	617	40	413236	419162	6766395	6760465	0.0	7044
NZ_CP042324.1	NZ_VJOK01000001.1	85.999	6378	774	87	1584104	1590398	1035989	1042330	0.0	6721
NZ_CP042324.1	NZ_VJOK01000001.1	87.876	5592	618	49	2170387	2175934	1697654	1703229	0.0	6516
NZ_CP042324.1	NZ_VJOK01000001.1	87.899	4793	548	27	8516096	8520872	7493972	7498748	0.0	5609
NZ_CP042324.1	NZ_VJOK01000001.1	82.470	6503	949	147	2050527	2056921	1538783	1545202	0.0	5517
NZ_CP042324.1	NZ_VJOK01000001.1	84.293	5055	672	80	6259731	6264702	5632350	5637365	0.0	4824
NZ_CP042324.1	NZ_VJOK01000001.1	89.424	3820	365	18	5406308	5410122	7252875	7249090	0.0	4780
NZ_CP042324.1	NZ_VJOK01000001.1	84.413	4786	707	31	6279488	6284246	5650942	5655715	0.0	4669
NZ_CP042324.1	NZ_VJOK01000001.1	86.077	4173	505	38	419484	423587	6760439	6756274	0.0	4418
NZ_CP042324.1	NZ_VJOK01000001.1	85.565	4011	464	86	5749989	5753925	5192673	5196642	0.0	4093
NZ_CP042324.1	NZ_VJOK01000001.1	83.795	4406	617	79	1772021	1776374	1219923	1224283	0.0	4091
NZ_CP042324.1	NZ_VJOK01000001.1	81.782	4984	775	94	7509058	7513969	6411916	6416838	0.0	4050
NZ_CP042324.1	NZ_VJOK01000001.1	83.722	4331	599	71	2310049	2314299	1879928	1884232	0.0	3995
NZ_CP042324.1	NZ_VJOK01000001.1	87.712	3418	402	13	405039	408445	6774779	6771369	0.0	3969
NZ_CP042324.1	NZ_VJOK01000001.1	87.438	3447	381	44	8512685	8516102	7490513	7493936	0.0	3919
NZ_CP042324.1	NZ_VJOK01000001.1	86.096	3668	456	44	1760305	1763949	1208927	1212563	0.0	3899
NZ_CP042324.1	NZ_VJOK01000001.1	81.751	4718	728	83	4091335	4095947	7033234	7037923	0.0	3819
NZ_CP042324.1	NZ_VJOK01000001.1	86.211	3597	400	67	5284541	5288063	4738931	4742505	0.0	3807
NZ_CP042324.1	NZ_VJOK01000001.1	83.702	4025	540	89	4980134	4984118	4487089	4491037	0.0	3692
NZ_CP042324.1	NZ_VJOK01000001.1	87.705	3107	349	24	5088976	5092064	4562611	4565702	0.0	3591
NZ_CP042324.1	NZ_VJOK01000001.1	82.551	4155	645	65	3268668	3272784	2835423	2839535	0.0	3583
NZ_CP042324.1	NZ_VJOK01000001.1	80.788	4669	808	66	1463911	1468532	874796	879422	0.0	3570
NZ_CP042324.1	NZ_VJOK01000001.1	90.279	2726	239	19	3736482	3739189	4365283	4362566	0.0	3542
NZ_CP042324.1	NZ_VJOK01000001.1	83.325	3838	550	61	6265942	6269707	5638706	5642525	0.0	3459
NZ_CP042324.1	NZ_VJOK01000001.1	82.987	3903	574	56	4991028	4994870	4497968	4501840	0.0	3446
NZ_CP042324.1	NZ_VJOK01000001.1	83.532	3698	523	69	1704292	1707952	1154842	1158490	0.0	3376
NZ_CP042324.1	NZ_VJOK01000001.1	84.736	3387	470	38	6613285	6616651	5979189	5982548	0.0	3347
NZ_CP042324.1	NZ_VJOK01000001.1	87.159	2967	345	32	2094392	2097346	1576992	1574050	0.0	3336
NZ_CP042324.1	NZ_VJOK01000001.1	83.366	3619	539	53	5984897	5988476	5403139	5406733	0.0	3290
NZ_CP042324.1	NZ_VJOK01000001.1	81.560	4116	644	83	2032491	2036541	6690030	6685965	0.0	3290
NZ_CP042324.1	NZ_VJOK01000001.1	84.851	3294	447	42	8526473	8529744	7504528	7507791	0.0	3271
NZ_CP042324.1	NZ_VJOK01000001.1	83.319	3567	522	57	2211641	2215169	1750685	1754216	0.0	3223
NZ_CP042324.1	NZ_VJOK01000001.1	85.534	3097	385	51	2316367	2319427	1886362	1889431	0.0	3179
NZ_CP042324.1	NZ_VJOK01000001.1	84.369	3250	461	35	1602566	1605793	1054734	1057958	0.0	3144
NZ_CP042324.1	NZ_VJOK01000001.1	88.111	2658	295	16	7160730	7163375	6156145	6158793	0.0	3138
NZ_CP042324.1	NZ_VJOK01000001.1	87.395	2745	304	18	6575407	6578115	5945701	5948439	0.0	3114
NZ_CP042324.1	NZ_VJOK01000001.1	86.372	2869	333	47	2684937	2687768	2311285	2314132	0.0	3079
NZ_CP042324.1	NZ_VJOK01000001.1	82.356	3616	561	57	2068823	2072388	1555159	1558747	0.0	3072
NZ_CP042324.1	NZ_VJOK01000001.1	82.918	3489	512	64	2226946	2230378	1766547	1770007	0.0	3064
NZ_CP042324.1	NZ_VJOK01000001.1	86.686	2779	345	19	2539566	2542336	2203509	2206270	0.0	3059
NZ_CP042324.1	NZ_VJOK01000001.1	80.736	4049	675	77	6297468	6301452	5669109	5673116	0.0	3059
NZ_CP042324.1	NZ_VJOK01000001.1	83.951	3240	442	62	7559727	7562932	1267552	1270747	0.0	3031
NZ_CP042324.1	NZ_VJOK01000001.1	86.393	2800	323	27	3277024	3279808	2844138	2846894	0.0	3007
NZ_CP042324.1	NZ_VJOK01000001.1	88.722	2465	270	8	4260856	4263316	3729870	3727410	0.0	3005
NZ_CP042324.1	NZ_VJOK01000001.1	84.016	3222	385	94	2775460	2778647	2384489	2387614	0.0	2977
NZ_CP042324.1	NZ_VJOK01000001.1	86.285	2778	330	30	5134762	5137506	4584698	4587457	0.0	2972
NZ_CP042324.1	NZ_VJOK01000001.1	82.887	3401	489	75	5684847	5688187	5098939	5102306	0.0	2970
NZ_CP042324.1	NZ_VJOK01000001.1	81.667	3720	551	78	5918495	5922106	5323736	5327432	0.0	2970
NZ_CP042324.1	NZ_VJOK01000001.1	89.670	2333	221	14	1616601	1618919	1068846	1071172	0.0	2955
NZ_CP042324.1	NZ_VJOK01000001.1	81.049	3889	576	103	2198714	2202507	1738181	1742003	0.0	2950
